"","name","network","agent","start","end","open","lat","lon"
"866","Kopua","D06022",2488,1971-12-31,2018-02-28,FALSE,-40.079,176.274
"867","Fernhill, Substation","D96574",40279,2014-08-07,2018-01-14,FALSE,-39.59996,176.76119
"868","Otamatuna, Te Mapou Hut Cws","B87314",37239,2009-07-08,2017-06-27,FALSE,-38.33334,177.16288
"869","Waione Raws","D06433",12636,1996-09-05,2017-06-20,FALSE,-40.453,176.308
"870","Taupo Wxt Aws","B86608",37869,2009-12-18,2016-07-07,FALSE,-38.684,176.072
"871","Napier Nelson Pk","D96591",2997,1939-12-31,2016-02-28,FALSE,-39.49846,176.91189
"872","Dannevirke","D06212",2534,1950-12-31,2015-07-30,FALSE,-40.21,176.109
"873","Waione","D06432",7341,1991-10-01,1999-12-31,FALSE,-40.46,176.303
"874","Kaingaroa Forest","B86451",1819,1950-12-31,1999-03-31,FALSE,-38.41,176.56
"875","Whakatu","D96695",3031,1982-10-31,1998-08-13,FALSE,-39.611,176.914
"876","Porangahau 2","D06263",2544,1980-06-02,1996-05-13,FALSE,-40.283,176.656
"877","Waipukurau Aero","D06051",2495,1944-12-20,1994-07-31,FALSE,-39.996,176.533
"878","Havelock Nth Edr","D9668B",3015,1985-12-21,1994-05-22,FALSE,-39.666,176.881
"879","Taupo N.Z.E.D.","B86602",1841,1949-12-31,1994-01-31,FALSE,-38.681,176.072
"880","Mohaka School","D97112",3138,1990-02-28,1994-01-31,FALSE,-39.119,177.191
"881","Kaweka Forest","D96444",2970,1971-12-31,1993-08-31,FALSE,-39.434,176.466
"882","Aniwaniwa","D87713",2815,1990-01-30,1991-10-31,FALSE,-38.748,177.164
"883","Wairoa Hospital","D97043",3124,1971-12-31,1991-07-31,FALSE,-39.045,177.413
"884","Mohaka Forest","D97004",3115,1971-12-31,1990-10-31,FALSE,-39.069,177.023
"885","Ngamatea Station 2","D96412",2964,1984-05-31,1990-10-31,FALSE,-39.408,176.13
"886","Tuai","D87812",2833,1982-01-01,1990-07-08,FALSE,-38.809,177.15
"887","Waikaremoana Onepoto","D87811",2832,1971-12-31,1990-06-30,FALSE,-38.801,177.122
"888","Makaretu Research Station","D96931",3096,1971-12-31,1990-05-30,FALSE,-39.951,176.321
"889","Napier Aero","D96481",2977,1973-10-31,1990-03-20,FALSE,-39.468,176.872
"890","Waimihia Forest","B86821",1861,1950-12-31,1989-12-31,FALSE,-38.806,176.251
"891","Esk Forest","D96272",2944,1971-12-31,1989-12-31,FALSE,-39.259,176.698
"892","Ongaonga,Thornton","D96943",3099,1986-06-30,1989-12-31,FALSE,-39.905,176.45
"893","Taupo Aero","B86702",1856,1975-12-31,1989-12-07,FALSE,-38.74139,176.08251
"894","Wairoa,Frasertown","D97042",3123,1971-12-31,1989-10-31,FALSE,-39,177.405
"895","Galatea 4","B86475",1823,1987-03-31,1989-09-29,FALSE,-38.418,176.791
"896","Gwavas Forest","D96743",3039,1971-12-31,1989-08-31,FALSE,-39.732,176.443
"897","Havelock Nth D.S.I.R. 2","D9668A",3014,1982-06-17,1989-08-31,FALSE,-39.666,176.881
"898","Minginui Forest","B86671",1850,1970-12-31,1989-07-30,FALSE,-38.644,176.729
"899","Ohaaki","B86525",1829,1985-06-04,1989-06-30,FALSE,-38.528,176.292
"900","Wairakei Power Stn","B86611",1845,1970-12-31,1988-06-29,FALSE,-38.628,176.103
"901","Taihape,Kahui","E95783",3687,1971-12-31,1987-08-30,FALSE,-39.703,175.864
"902","Wairakei Research Stn","B86612",1846,1964-05-31,1987-06-30,FALSE,-38.617,176.11
"903","Murupara","B86471",1820,1973-10-31,1987-06-30,FALSE,-38.459,176.695
"904","Wairapukao Forest","B86551",1834,1970-12-31,1987-02-27,FALSE,-38.535,176.571
"905","Wharerata Forest","D87881",2842,1978-12-31,1987-02-26,FALSE,-38.883,177.876
"906","Havelock Nth D.S.I.R. 1","D96689",3026,1950-09-30,1983-08-31,FALSE,-39.666,176.881
"907","Portland Is","D97381",3143,1971-12-31,1982-10-25,FALSE,-39.306,177.868
"908","Hastings Fire Station","D96688",3025,1971-12-31,1981-10-30,FALSE,-39.647,176.842
"909","Tongariro Prison Farm","C95086",2348,1974-07-31,1981-05-29,FALSE,-39.043,175.856
"910","Waerenga O Kuri 2","D87681",2803,1971-12-31,1980-12-18,FALSE,-38.683,177.794
"911","Broadlands 3","B86533",1832,1975-10-31,1980-07-31,FALSE,-38.544,176.319
"912","Ohaaki Tower 10m","B86523",1827,1978-10-20,1979-07-29,FALSE,-38.529,176.292
"913","Tangoio","D96382",2962,1971-12-31,1975-08-31,FALSE,-39.298,176.876
"914","Whakapunake Tv Stn","D87862",2839,1971-12-31,1975-08-28,FALSE,-38.834,177.598
"915","Makahu Saddle 2","D96241",2934,1971-12-31,1975-04-30,FALSE,-39.288,176.405
"916","Makahu Spur","D96231",2928,1971-12-31,1973-08-31,FALSE,-39.282,176.389
"917","Whanganui, Spriggens Park Ews","E95902",3715,1971-12-31,2024-08-24,TRUE,-39.93704,175.04509
"918","Mt Ruapehu, Chateau Ews","C95153",18464,2000-09-12,2024-08-24,TRUE,-39.19589,175.54504
"919","Palmerston North Ews","E0536D",21963,2001-03-30,2024-08-24,TRUE,-40.38195,175.60915
"920","Martinborough Ews","D15234",21938,2001-04-03,2024-08-24,TRUE,-41.25231,175.38985
"921","Dannevirke Ews","D06214",26958,2007-06-14,2024-08-24,TRUE,-40.20812,176.11026
"922","Ohakune Ews","E95449",31621,2007-06-28,2024-08-24,TRUE,-39.41755,175.41278
"923","Waipawa Ews","D96962",31620,2007-06-28,2024-08-24,TRUE,-39.9515,176.61706
"924","Akitio Ews","D06541",38057,2010-03-23,2024-08-24,TRUE,-40.57728,176.44889
"925","Pahiatua Ews","D05591",38224,2010-06-04,2024-08-24,TRUE,-40.50652,175.91586
"926","Upper Hutt, Trentham Ews","E1510M",40750,2015-01-03,2024-08-24,TRUE,-41.14027,175.04283
"927","Masterton Ews","D0596I",40984,2015-10-17,2024-08-24,TRUE,-40.98155,175.67932
"928","Waiouru Ews","E95469",41329,2016-01-14,2024-08-24,TRUE,-39.46274,175.66306
"929","Paraparaumu Aero Ews","E04995",12442,2016-04-07,2024-08-24,TRUE,-40.90392,174.98437
"930","Levin Ews","E0562B",41352,2016-04-08,2024-08-24,TRUE,-40.62699,175.26193
"931","Castlepoint Aws","D06922",2592,1985-03-14,2024-08-23,TRUE,-40.90416,176.21207
"932","Whanganui Aero Aws","E95906",3719,1987-07-31,2024-08-23,TRUE,-39.96122,175.02581
"933","Levin Aws","E05620",3275,1990-11-02,2024-08-23,TRUE,-40.61986,175.25954
"934","Palmerston North Aero Aws","E05368",3243,1991-08-31,2024-08-23,TRUE,-40.31858,175.61459
"935","Paraparaumu Aero Aws","E04994",8567,1993-03-17,2024-08-23,TRUE,-40.90455,174.98517
"936","Takapau Plains Aws","D06024",25820,2005-05-13,2024-08-23,TRUE,-40.04188,176.26855
"937","Mana Island Aws","E14073",25531,2006-11-23,2024-08-23,TRUE,-41.08676,174.77996
"938","Wanganui 2 Aws","E95909",31830,2007-03-12,2024-08-23,TRUE,-39.93,175.035
"939","Ohakea Aws","E05136",37257,2007-11-05,2024-08-23,TRUE,-40.20301,175.37203
"940","Cape Turnagain Aws","D06461",37256,2008-11-20,2024-08-23,TRUE,-40.48496,176.61528
"941","Masterton Aero Aws","D0596H",36735,2009-02-27,2024-08-23,TRUE,-40.97617,175.63899
"942","Flat Hills Wxt Aws","E95869",38672,2010-05-05,2024-08-23,TRUE,-39.8932,175.65799
"943","Waiouru Aero Aws","E95468",39148,2011-07-01,2024-08-23,TRUE,-39.44626,175.65786
"944","Masterton, Te Ore Ore Cws","D05974",37662,2009-09-23,2024-08-21,TRUE,-40.957,175.707
"945","Porirua, Elsdon Park Aws","E1418H",41559,2017-04-29,2024-08-20,TRUE,-41.12683,174.83531
"946","Te Wharau, Brackenfield","D15182",31857,2007-09-01,2024-07-31,TRUE,-41.17278,175.80063
"947","Taihape Rec","E95683",3671,1972-08-31,2024-06-30,FALSE,-39.683,175.802
"948","Paraparaumu Aero","E04991",3145,1971-12-31,2024-02-28,FALSE,-40.907,174.984
"949","Waiouru Treatment Plant","E95464",3629,1971-12-31,2022-02-28,FALSE,-39.46249,175.66283
"950","Ashcott Road Cws","D96932",40280,2013-07-17,2020-06-19,FALSE,-39.95757,176.37974
"951","Mana Island","E14072",3334,1987-08-31,2018-07-30,FALSE,-41.09429,174.78517
"952","Kopua","D06022",2488,1971-12-31,2018-02-28,FALSE,-40.079,176.274
"953","Castlepoint Station","D06821",9874,1993-12-31,2017-06-29,FALSE,-40.8998,176.2189
"954","Waione Raws","D06433",12636,1996-09-05,2017-06-20,FALSE,-40.453,176.308
"955","Alfredton Raws","D05685",31851,2007-04-12,2017-06-08,FALSE,-40.68048,175.8575
"956","Wallaceville Ews","E1510G",17029,1998-12-10,2015-08-17,FALSE,-41.1354,175.05275
"957","Dannevirke","D06212",2534,1950-12-31,2015-07-30,FALSE,-40.21,176.109
"958","Waiouru Aws","E95467",3632,1989-11-21,2012-02-01,FALSE,-39.472,175.682
"959","Ohakea Aero","E05231",3206,1940-02-29,2010-01-25,FALSE,-40.201,175.373
"960","East Taratahi Aws","D15064",2612,1981-12-31,2009-11-03,FALSE,-41.016,175.622
"961","Masterton, Te Ore Ore","D05973",7578,1992-08-31,2009-09-30,FALSE,-40.957,175.707
"962","Ohakune, Ruapehu College","E95447",9355,1993-07-31,2007-06-30,FALSE,-39.419,175.412
"963","Wallaceville","E15102",3477,1971-12-31,2006-08-31,FALSE,-41.135,175.052
"964","Pahiatua","D05484",7385,1992-02-12,2004-12-31,FALSE,-40.458,175.829
"965","Masterton Intermediate School","D0596E",17466,1999-04-30,2002-06-29,FALSE,-40.958,175.67
"966","Palmerston N","E05363",3238,1939-12-31,2001-05-31,FALSE,-40.382,175.609
"967","Mt Ruapehu,Chateau 2","C95152",2357,1981-03-01,2000-11-07,FALSE,-39.198,175.544
"968","Martinborough, Dublin Street","D15248",7336,1994-08-09,2000-04-19,FALSE,-41.217,175.45
"969","Martinborough, Huangarua Rd","D15247",2651,1986-10-02,2000-01-31,FALSE,-41.213,175.465
"970","Waione","D06432",7341,1991-10-01,1999-12-31,FALSE,-40.46,176.303
"971","Kaitoke","E15011",3460,1971-12-31,1999-08-29,FALSE,-41.08,175.191
"972","Ruapehu,The Chalet","C95255",2367,1986-07-04,1997-08-29,FALSE,-39.253,175.564
"973","Ahu Ahu Valley","E95614",3659,1981-03-31,1996-12-31,FALSE,-39.69,175.103
"974","Porangahau 2","D06263",2544,1980-06-02,1996-05-13,FALSE,-40.283,176.656
"975","Turoa, Mt Ruapehu","E95351",3600,1978-04-30,1994-10-13,FALSE,-39.307,175.525
"976","Waipukurau Aero","D06051",2495,1944-12-20,1994-07-31,FALSE,-39.996,176.533
"977","Tauherenikau","D15134",2623,1971-12-31,1994-01-31,FALSE,-41.122,175.381
"978","Wainuiomata Coast Rd","E14296",3424,1971-12-31,1994-01-31,FALSE,-41.291,174.95
"979","Castlepoint Light","D06921",2591,1971-12-31,1993-12-31,FALSE,-40.903,176.225
"980","Waiorongomai","D15211",2639,1971-12-31,1993-12-31,FALSE,-41.261,175.148
"981","Lower Hutt,Gracefield","E14290",3418,1971-12-31,1992-06-28,FALSE,-41.236,174.919
"982","Mt Bruce Res","D05765",2414,1971-12-31,1991-11-30,FALSE,-40.723,175.64
"983","Ngaumu Forest","D15081",2614,1971-12-31,1991-10-31,FALSE,-41.04,175.885
"984","Lower Hutt,Avalon","E14195",3369,1971-12-31,1991-04-30,FALSE,-41.191,174.941
"985","Waingawa","D05964",2473,1942-12-31,1991-03-30,FALSE,-40.98,175.611
"986","Levin M.A.F.","E05622",3277,1949-12-31,1991-01-31,FALSE,-40.65,175.269
"987","Ngamatea Station 2","D96412",2964,1984-05-31,1990-10-31,FALSE,-39.408,176.13
"988","Palmerston N Kairanga","E05343",3232,1971-12-31,1990-09-30,FALSE,-40.342,175.468
"989","Makaretu Research Station","D96931",3096,1971-12-31,1990-05-30,FALSE,-39.951,176.321
"990","Waitarere Forest","E05521",3267,1971-12-31,1989-12-31,FALSE,-40.55,175.204
"991","Ohakune Junction 2","E95445",3621,1974-09-30,1989-12-31,FALSE,-39.402,175.416
"992","Ongaonga,Thornton","D96943",3099,1986-06-30,1989-12-31,FALSE,-39.905,176.45
"993","Bulls,Flockhouse","E05221",3205,1971-12-31,1989-09-30,FALSE,-40.25,175.282
"994","Gwavas Forest","D96743",3039,1971-12-31,1989-08-31,FALSE,-39.732,176.443
"995","Somes Is","E14285",3399,1975-02-04,1989-05-31,FALSE,-41.26,174.864
"996","Foxton Sunshine","E05423",3250,1985-12-10,1989-04-30,FALSE,-40.477,175.295
"997","Waiouru Military Camp","E95465",3630,1971-12-31,1989-02-21,FALSE,-39.472,175.682
"998","Palmerston N Aero","E05361",3236,1971-12-31,1988-09-29,FALSE,-40.327,175.616
"999","Titahi Bay,Te Pene Av","E14187",3361,1981-11-10,1988-05-31,FALSE,-41.118,174.836
"1000","Taihape,Kahui","E95783",3687,1971-12-31,1987-08-30,FALSE,-39.703,175.864
"1001","Pipiriki 2","E95402",3610,1984-07-31,1987-07-31,FALSE,-39.48,175.04
"1002","Paraparaumu Edr","E04993",3147,1985-05-01,1987-04-30,FALSE,-40.905,174.982
"1003","Karioi 2","E95451",3623,1945-12-31,1987-03-26,FALSE,-39.476,175.514
"1004","Wanganui Aero","E95903",3716,1978-07-31,1987-03-21,FALSE,-39.96287,175.02564
"1005","Kapiti Island","E04891",3144,1971-12-31,1987-02-28,FALSE,-40.85463,174.93163
"1006","Ruapehu,Hut Flat","C95253",2365,1982-06-30,1986-10-31,FALSE,-39.244,175.56
"1007","Wharite Peak","E05282",3223,1971-12-31,1986-06-29,FALSE,-40.256,175.856
"1008","Tiritea,D.S.I.R.","E05465",3266,1982-04-30,1985-12-30,FALSE,-40.406,175.635
"1009","Hukanui","D05561",2392,1983-04-30,1985-06-30,FALSE,-40.583,175.665
"1010","Ballantrae2 Edr","D05384",2376,1971-12-31,1985-03-28,FALSE,-40.314,175.839
"1011","Mt Ruapehu,Chateau 1","C95251",2363,1961-10-31,1983-02-28,FALSE,-39.202,175.54
"1012","Massey University","E05365",3240,1971-12-31,1983-01-31,FALSE,-40.392,175.61
"1013","Woodville,Ballantrae1","D05383",2375,1971-12-31,1982-12-31,FALSE,-40.307,175.826
"1014","Gladstone, Arahura","D15163",2635,1971-12-31,1982-12-29,FALSE,-41.127,175.626
"1015","Lower Hutt,Taita","E14192",3366,1971-12-31,1982-10-31,FALSE,-41.182,174.964
"1016","Pahiatua,Mangamutu","D05481",2385,1945-12-31,1982-03-31,FALSE,-40.455,175.811
"1017","Pakaraka","D15063",2611,1978-05-01,1980-10-31,FALSE,-41.006,175.687
"1018","Porirua","E14185",3359,1971-12-31,1980-03-31,FALSE,-41.149,174.857
"1019","East Taratahi","D15062",2610,1972-06-30,1978-08-31,FALSE,-41.016,175.622
"1020","Pauatahanui","E14197",3371,1972-01-02,1978-07-31,FALSE,-41.109,174.91
"1021","Hokio Beach School","E05628",3283,1971-12-31,1976-05-31,FALSE,-40.597,175.192
"1022","Ohakune","E95444",3620,1971-12-31,1974-09-29,FALSE,-39.419,175.414
"1023","Paraparaumu,Wairere","E05901",3316,1971-12-31,1973-04-30,FALSE,-40.911,175.01
"1024","Mangaroa At Tasman Vaccine","E15204",3496,1971-12-31,1972-08-30,FALSE,-41.195,175.015
"1025","Marton,M.A.F.","E05041",3162,1955-05-31,1966-05-31,FALSE,-40.081,175.389
"1026","Blenheim Research Ews","G13495",12430,1996-05-31,2024-08-24,TRUE,-41.49891,173.96285
"1027","Martinborough Ews","D15234",21938,2001-04-03,2024-08-24,TRUE,-41.25231,175.38985
"1028","Baring Head","D14482",18234,2001-09-17,2024-08-24,TRUE,-41.40828,174.87146
"1029","Upper Hutt, Trentham Ews","E1510M",40750,2015-01-03,2024-08-24,TRUE,-41.14027,175.04283
"1030","Wellington, Greta Point Cws","E1438H",41212,2015-10-14,2024-08-24,TRUE,-41.30243,174.80574
"1031","Masterton Ews","D0596I",40984,2015-10-17,2024-08-24,TRUE,-40.98155,175.67932
"1032","Paraparaumu Aero Ews","E04995",12442,2016-04-07,2024-08-24,TRUE,-40.90392,174.98437
"1033","Levin Ews","E0562B",41352,2016-04-08,2024-08-24,TRUE,-40.62699,175.26193
"1034","Wellington Aero","E14387",3445,1971-12-31,2024-08-23,TRUE,-41.322,174.804
"1035","Blenheim Aero Aws","G13585",4326,1990-09-07,2024-08-23,TRUE,-41.52135,173.86432
"1036","Levin Aws","E05620",3275,1990-11-02,2024-08-23,TRUE,-40.61986,175.25954
"1037","Paraparaumu Aero Aws","E04994",8567,1993-03-17,2024-08-23,TRUE,-40.90455,174.98517
"1038","Cape Campbell Aws","G14722",4424,1999-08-31,2024-08-23,TRUE,-41.7265,174.2762
"1039","Ngawi Aws","D15521",2685,1999-09-30,2024-08-23,TRUE,-41.5885,175.2337
"1040","Wellington, Kelburn Aws","E1427P",25354,2004-04-28,2024-08-23,TRUE,-41.28445,174.76794
"1041","Mana Island Aws","E14073",25531,2006-11-23,2024-08-23,TRUE,-41.08676,174.77996
"1042","Masterton Aero Aws","D0596H",36735,2009-02-27,2024-08-23,TRUE,-40.97617,175.63899
"1043","Wellington Aero Backup Aws","E1438I",41229,2013-10-03,2024-08-23,TRUE,-41.3313,174.80566
"1044","Stephens Island Aws","G04602",26169,2018-09-18,2024-08-23,TRUE,-40.66511,173.99969
"1045","Brothers Island Aws","G14142",4395,1997-02-14,2024-08-22,TRUE,-41.1033,174.44174
"1046","Masterton, Te Ore Ore Cws","D05974",37662,2009-09-23,2024-08-21,TRUE,-40.957,175.707
"1047","Porirua, Elsdon Park Aws","E1418H",41559,2017-04-29,2024-08-20,TRUE,-41.12683,174.83531
"1048","Pelorus Sd, Crail Bay","G13195",4232,1982-05-04,2024-07-31,TRUE,-41.10308,173.96406
"1049","Te Wharau, Brackenfield","D15182",31857,2007-09-01,2024-07-31,TRUE,-41.17278,175.80063
"1050","Grassmere Salt Works","G14711",4420,1971-12-31,2024-03-31,FALSE,-41.729,174.145
"1051","Paraparaumu Aero","E04991",3145,1971-12-31,2024-02-28,FALSE,-40.907,174.984
"1052","Stephens Island","G04601",4153,1972-12-31,2019-09-30,FALSE,-40.666,174.001
"1053","Mana Island","E14072",3334,1987-08-31,2018-07-30,FALSE,-41.09429,174.78517
"1054","Wallaceville Ews","E1510G",17029,1998-12-10,2015-08-17,FALSE,-41.1354,175.05275
"1055","Awatere Valley, Dashwood Raws","G14604",18468,2000-07-31,2013-09-11,FALSE,-41.64724,174.07274
"1056","Maud Island","G13083",13585,1996-12-31,2011-06-30,FALSE,-41.025,173.896
"1057","East Taratahi Aws","D15064",2612,1981-12-31,2009-11-03,FALSE,-41.016,175.622
"1058","Masterton, Te Ore Ore","D05973",7578,1992-08-31,2009-09-30,FALSE,-40.957,175.707
"1059","Wallaceville","E15102",3477,1971-12-31,2006-08-31,FALSE,-41.135,175.052
"1060","Wellington, Kelburn","E14272",3385,1930-12-31,2005-08-31,FALSE,-41.286,174.767
"1061","Seddon, Lucknow","G14703",11699,1999-04-01,2005-08-31,FALSE,-41.7225,174.07537
"1062","Masterton Intermediate School","D0596E",17466,1999-04-30,2002-06-29,FALSE,-40.958,175.67
"1063","Martinborough, Dublin Street","D15248",7336,1994-08-09,2000-04-19,FALSE,-41.217,175.45
"1064","Martinborough, Huangarua Rd","D15247",2651,1986-10-02,2000-01-31,FALSE,-41.213,175.465
"1065","Kaitoke","E15011",3460,1971-12-31,1999-08-29,FALSE,-41.08,175.191
"1066","Blenheim Research","G13494",4310,1985-07-31,1996-05-31,FALSE,-41.498,173.963
"1067","Wainuiomata Coast Rd","E14296",3424,1971-12-31,1994-01-31,FALSE,-41.291,174.95
"1068","Tauherenikau","D15134",2623,1971-12-31,1994-01-31,FALSE,-41.122,175.381
"1069","Brancott Valley","G13584",4325,1981-12-31,1994-01-31,FALSE,-41.545,173.845
"1070","Waiorongomai","D15211",2639,1971-12-31,1993-12-31,FALSE,-41.261,175.148
"1071","Lower Hutt,Gracefield","E14290",3418,1971-12-31,1992-06-28,FALSE,-41.236,174.919
"1072","Mt Bruce Res","D05765",2414,1971-12-31,1991-11-30,FALSE,-40.723,175.64
"1073","Ngaumu Forest","D15081",2614,1971-12-31,1991-10-31,FALSE,-41.04,175.885
"1074","Lower Hutt,Avalon","E14195",3369,1971-12-31,1991-04-30,FALSE,-41.191,174.941
"1075","Waingawa","D05964",2473,1942-12-31,1991-03-30,FALSE,-40.98,175.611
"1076","Levin M.A.F.","E05622",3277,1949-12-31,1991-01-31,FALSE,-40.65,175.269
"1077","Palmerston N Kairanga","E05343",3232,1971-12-31,1990-09-30,FALSE,-40.342,175.468
"1078","Waitarere Forest","E05521",3267,1971-12-31,1989-12-31,FALSE,-40.55,175.204
"1079","Rimutaka Forest","E14393",3450,1982-04-12,1989-12-31,FALSE,-41.356,174.911
"1080","Bulls,Flockhouse","E05221",3205,1971-12-31,1989-09-30,FALSE,-40.25,175.282
"1081","Somes Is","E14285",3399,1975-02-04,1989-05-31,FALSE,-41.26,174.864
"1082","Foxton Sunshine","E05423",3250,1985-12-10,1989-04-30,FALSE,-40.477,175.295
"1083","Titahi Bay,Te Pene Av","E14187",3361,1981-11-10,1988-05-31,FALSE,-41.118,174.836
"1084","Awatere Valley, Duntroon","G13871",4380,1984-08-06,1987-10-31,FALSE,-41.816,173.765
"1085","Rai Valley","G13251",4250,1971-12-31,1987-05-31,FALSE,-41.23,173.581
"1086","Wellington High, D Pk","E1427H",3382,1979-12-31,1987-04-30,FALSE,-41.263,174.784
"1087","Paraparaumu Edr","E04993",3147,1985-05-01,1987-04-30,FALSE,-40.905,174.982
"1088","Blenheim Aero","G13581",4322,1971-12-31,1987-03-31,FALSE,-41.52,173.872
"1089","Kapiti Island","E04891",3144,1971-12-31,1987-02-28,FALSE,-40.85463,174.93163
"1090","Cape Palliser","D15631",2689,1972-04-19,1986-12-13,FALSE,-41.614,175.292
"1091","Cape Campbell","G14721",4423,1971-12-31,1986-09-24,FALSE,-41.731,174.274
"1092","Blenheim,Wither Hills","G13595",4333,1971-12-31,1986-04-30,FALSE,-41.543,173.961
"1093","Blenheim","G13592",4331,1947-02-28,1985-08-31,FALSE,-41.511,173.954
"1094","Hukanui","D05561",2392,1983-04-30,1985-06-30,FALSE,-40.583,175.665
"1095","Vernon Lagoon","G14501",4411,1971-12-31,1984-06-30,FALSE,-41.533,174.033
"1096","Gladstone, Arahura","D15163",2635,1971-12-31,1982-12-29,FALSE,-41.127,175.626
"1097","Lower Hutt,Taita","E14192",3366,1971-12-31,1982-10-31,FALSE,-41.182,174.964
"1098","Pakaraka","D15063",2611,1978-05-01,1980-10-31,FALSE,-41.006,175.687
"1099","Porirua","E14185",3359,1971-12-31,1980-03-31,FALSE,-41.149,174.857
"1100","Wellington,Karori","E14279",3392,1971-12-31,1979-12-31,FALSE,-41.284,174.737
"1101","East Taratahi","D15062",2610,1972-06-30,1978-08-31,FALSE,-41.016,175.622
"1102","Pauatahanui","E14197",3371,1972-01-02,1978-07-31,FALSE,-41.109,174.91
"1103","Black Birch Range","G13783",4373,1971-12-31,1976-09-30,FALSE,-41.75,173.803
"1104","Black Birch Observ.","G13772",4369,1975-12-31,1976-06-30,FALSE,-41.755,173.777
"1105","Hokio Beach School","E05628",3283,1971-12-31,1976-05-31,FALSE,-40.597,175.192
"1106","Brightlands Bay","G13081",4211,1971-12-31,1976-04-30,FALSE,-41.066,173.857
"1107","Makara","E14273",3386,1971-12-31,1975-08-31,FALSE,-41.253,174.694
"1108","Elie Bay","G13194",4231,1972-09-18,1974-07-31,FALSE,-41.129,173.992
"1109","Paraparaumu,Wairere","E05901",3316,1971-12-31,1973-04-30,FALSE,-40.911,175.01
"1110","Mangaroa At Tasman Vaccine","E15204",3496,1971-12-31,1972-08-30,FALSE,-41.195,175.015
"1111","Whanganui, Spriggens Park Ews","E95902",3715,1971-12-31,2024-08-24,TRUE,-39.93704,175.04509
"1112","Mt Ruapehu, Chateau Ews","C95153",18464,2000-09-12,2024-08-24,TRUE,-39.19589,175.54504
"1113","Palmerston North Ews","E0536D",21963,2001-03-30,2024-08-24,TRUE,-40.38195,175.60915
"1114","Stratford Ews","E94334",23872,2002-06-13,2024-08-24,TRUE,-39.33546,174.30502
"1115","Dannevirke Ews","D06214",26958,2007-06-14,2024-08-24,TRUE,-40.20812,176.11026
"1116","Ohakune Ews","E95449",31621,2007-06-28,2024-08-24,TRUE,-39.41755,175.41278
"1117","Pahiatua Ews","D05591",38224,2010-06-04,2024-08-24,TRUE,-40.50652,175.91586
"1118","Lower Retaruke Cws","C95012",37850,2010-09-21,2024-08-24,TRUE,-39.07486,175.19667
"1119","Upper Hutt, Trentham Ews","E1510M",40750,2015-01-03,2024-08-24,TRUE,-41.14027,175.04283
"1120","Taumarunui Ews","C85826",40983,2015-09-02,2024-08-24,TRUE,-38.86145,175.23805
"1121","Waiouru Ews","E95469",41329,2016-01-14,2024-08-24,TRUE,-39.46274,175.66306
"1122","Paraparaumu Aero Ews","E04995",12442,2016-04-07,2024-08-24,TRUE,-40.90392,174.98437
"1123","Levin Ews","E0562B",41352,2016-04-08,2024-08-24,TRUE,-40.62699,175.26193
"1124","Manaia, Motumate Stm","E94514",43843,2022-10-01,2024-08-24,TRUE,-39.53003,174.10958
"1125","Whanganui Aero Aws","E95906",3719,1987-07-31,2024-08-23,TRUE,-39.96122,175.02581
"1126","Levin Aws","E05620",3275,1990-11-02,2024-08-23,TRUE,-40.61986,175.25954
"1127","Palmerston North Aero Aws","E05368",3243,1991-08-31,2024-08-23,TRUE,-40.31858,175.61459
"1128","Paraparaumu Aero Aws","E04994",8567,1993-03-17,2024-08-23,TRUE,-40.90455,174.98517
"1129","Hawera Aws","E94622",25222,2004-01-29,2024-08-23,TRUE,-39.60991,174.2916
"1130","Mana Island Aws","E14073",25531,2006-11-23,2024-08-23,TRUE,-41.08676,174.77996
"1131","Wanganui 2 Aws","E95909",31830,2007-03-12,2024-08-23,TRUE,-39.93,175.035
"1132","Ohakea Aws","E05136",37257,2007-11-05,2024-08-23,TRUE,-40.20301,175.37203
"1133","Taumarunui Aws","C85835",35135,2007-12-21,2024-08-23,TRUE,-38.8873,175.33255
"1134","Masterton Aero Aws","D0596H",36735,2009-02-27,2024-08-23,TRUE,-40.97617,175.63899
"1135","Flat Hills Wxt Aws","E95869",38672,2010-05-05,2024-08-23,TRUE,-39.8932,175.65799
"1136","Waiouru Aero Aws","E95468",39148,2011-07-01,2024-08-23,TRUE,-39.44626,175.65786
"1137","Taihape Rec","E95683",3671,1972-08-31,2024-06-30,FALSE,-39.683,175.802
"1138","Paraparaumu Aero","E04991",3145,1971-12-31,2024-02-28,FALSE,-40.907,174.984
"1139","Waiouru Treatment Plant","E95464",3629,1971-12-31,2022-02-28,FALSE,-39.46249,175.66283
"1140","Mana Island","E14072",3334,1987-08-31,2018-07-30,FALSE,-41.09429,174.78517
"1141","Alfredton Raws","D05685",31851,2007-04-12,2017-06-08,FALSE,-40.68048,175.8575
"1142","Taumarunui","C85821",2250,1947-04-30,2016-11-21,FALSE,-38.88784,175.25981
"1143","Wallaceville Ews","E1510G",17029,1998-12-10,2015-08-17,FALSE,-41.1354,175.05275
"1144","Dannevirke","D06212",2534,1950-12-31,2015-07-30,FALSE,-40.21,176.109
"1145","Waiouru Aws","E95467",3632,1989-11-21,2012-02-01,FALSE,-39.472,175.682
"1146","Lower Retaruke","C95022",2333,1971-12-31,2010-12-31,FALSE,-39.07674,175.19649
